row_index,actual_label,predicted,dominant_driver,driver_value,tag,reason
307,0,Insoluble,gravy,0.828,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
310,1,Insoluble,aromaticity,0.12,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
311,0,Insoluble,aromaticity,0.151,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
314,0,Insoluble,isoelectric_point,5.317,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
317,0,Insoluble,gravy,0.68,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
319,0,Insoluble,fraction_negative,0.078,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
321,0,Insoluble,gravy,0.794,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
322,1,Insoluble,instability_index,43.593,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
323,0,Insoluble,isoelectric_point,6.829,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
324,0,Insoluble,gravy,0.268,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
326,0,Insoluble,gravy,0.19,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
330,0,Insoluble,aromaticity,0.121,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
332,0,Insoluble,instability_index,46.003,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
335,0,Insoluble,molecular_weight,55603.09,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
336,0,Insoluble,molecular_weight,53994.233,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
338,0,Insoluble,instability_index,51.255,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
340,0,Insoluble,instability_index,43.262,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
341,0,Insoluble,instability_index,50.309,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
343,0,Insoluble,molecular_weight,70855.715,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
345,1,Insoluble,instability_index,49.76,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
346,0,Insoluble,aa_pct_V,3.101,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
350,0,Insoluble,molecular_weight,34093.244,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
351,0,Insoluble,gravy,0.091,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
352,0,Insoluble,aromaticity,0.15,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
353,0,Insoluble,gravy,0.91,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
354,0,Insoluble,gravy,0.797,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
356,0,Insoluble,aromaticity,0.13,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
357,0,Insoluble,fraction_charged,0.336,Thioredoxin (Trx),"Very high charged-residue fraction suggests charge-driven misfolding; Trx's small, reducing-environment profile helps here."
360,1,Insoluble,instability_index,43.788,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
363,0,Insoluble,aa_pct_K,5.556,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
365,0,Insoluble,aa_pct_K,5.637,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
368,0,Insoluble,aromaticity,0.136,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
369,0,Insoluble,instability_index,40.127,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
370,0,Insoluble,gravy,0.878,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
371,0,Insoluble,gravy,0.722,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
374,0,Insoluble,isoelectric_point,9.498,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
376,0,Insoluble,instability_index,48.546,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
377,0,Insoluble,gravy,0.054,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
378,1,Insoluble,aromaticity,0.137,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
379,0,Insoluble,gravy,0.649,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
381,0,Insoluble,aa_pct_K,3.053,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
382,0,Insoluble,aromaticity,0.131,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
383,0,Insoluble,aromaticity,0.142,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
386,0,Insoluble,aromaticity,0.124,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
388,0,Insoluble,molecular_weight,95240.766,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
390,0,Insoluble,aa_pct_K,8.014,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
392,0,Insoluble,instability_index,48.395,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
393,0,Insoluble,gravy,0.825,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
395,0,Insoluble,molecular_weight,35865.711,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
396,0,Insoluble,gravy,0.063,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
397,0,Insoluble,gravy,0.109,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
398,0,Insoluble,instability_index,44.278,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
399,0,Insoluble,isoelectric_point,5.378,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
401,0,Insoluble,instability_index,40.836,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
402,0,Insoluble,instability_index,43.509,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
406,0,Insoluble,aromaticity,0.174,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
409,0,Insoluble,instability_index,41.977,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
410,0,Insoluble,instability_index,53.022,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
411,1,Insoluble,instability_index,65.57,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
414,0,Insoluble,aa_pct_K,8.529,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
415,1,Insoluble,gravy,0.06,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
416,0,Insoluble,aa_pct_M,4.795,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
417,0,Insoluble,molecular_weight,38734.624,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
420,0,Insoluble,aromaticity,0.133,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
421,0,Insoluble,instability_index,43.958,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
425,0,Insoluble,gravy,0.566,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
430,0,Insoluble,fraction_negative,0.049,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
431,0,Insoluble,molecular_weight,54025.981,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
432,0,Insoluble,molecular_weight,62184.981,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
435,0,Insoluble,aromaticity,0.167,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
436,1,Insoluble,molecular_weight,72092.708,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
439,0,Insoluble,instability_index,49.653,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
442,1,Insoluble,instability_index,55.386,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
443,0,Insoluble,instability_index,54.356,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
444,0,Insoluble,molecular_weight,56414.611,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
445,0,Insoluble,gravy,0.452,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
446,0,Insoluble,gravy,0.483,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
447,0,Insoluble,gravy,0.202,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
448,0,Insoluble,gravy,0.378,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
451,1,Insoluble,molecular_weight,11239.813,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
452,0,Insoluble,gravy,0.986,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
454,0,Insoluble,gravy,0.047,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
456,1,Insoluble,molecular_weight,48906.135,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
457,0,Insoluble,aromaticity,0.122,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
460,0,Insoluble,instability_index,42.03,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
461,0,Insoluble,molecular_weight,85356.241,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
462,1,Insoluble,gravy,0.159,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
465,0,Insoluble,instability_index,42.624,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
466,0,Insoluble,gravy,1.118,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
467,0,Insoluble,gravy,0.023,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
468,0,Insoluble,instability_index,45.278,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
471,0,Insoluble,gravy,0.244,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
472,1,Insoluble,molecular_weight,51192.603,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
473,0,Insoluble,aa_pct_E,9.459,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
475,0,Insoluble,instability_index,49.771,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
476,1,Insoluble,instability_index,44.887,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
477,0,Insoluble,gravy,0.013,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
478,0,Insoluble,gravy,0.504,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
480,0,Insoluble,gravy,0.648,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
482,0,Insoluble,molecular_weight,39782.842,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
484,0,Insoluble,instability_index,40.424,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
485,0,Insoluble,aromaticity,0.146,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
489,1,Insoluble,instability_index,42.137,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
490,1,Insoluble,instability_index,40.197,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
493,0,Insoluble,gravy,0.784,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
496,0,Insoluble,instability_index,42.455,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
499,0,Insoluble,gravy,0.036,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
501,1,Insoluble,aa_pct_P,0.926,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
503,0,Insoluble,aa_pct_W,0.0,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
504,0,Insoluble,instability_index,42.991,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
509,0,Insoluble,isoelectric_point,7.855,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
512,0,Insoluble,gravy,0.588,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
513,0,Insoluble,instability_index,48.022,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
515,0,Insoluble,instability_index,53.041,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
516,0,Insoluble,gravy,0.137,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
518,0,Insoluble,fraction_negative,0.095,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
520,1,Insoluble,isoelectric_point,5.598,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
521,0,Insoluble,instability_index,48.093,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
522,0,Insoluble,instability_index,49.808,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
523,1,Insoluble,molecular_weight,52728.412,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
526,0,Insoluble,gravy,0.037,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
527,0,Insoluble,instability_index,44.17,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
528,0,Insoluble,gravy,0.064,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
530,1,Insoluble,molecular_weight,60272.854,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
531,0,Insoluble,instability_index,41.276,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
533,1,Insoluble,molecular_weight,41740.258,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
537,0,Insoluble,instability_index,43.205,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
539,1,Insoluble,gravy,0.047,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
541,0,Insoluble,aa_pct_K,2.555,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
543,0,Insoluble,instability_index,45.515,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
544,0,Insoluble,gravy,1.485,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
545,0,Insoluble,gravy,0.077,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
547,0,Insoluble,molecular_weight,40724.414,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
549,1,Insoluble,aromaticity,0.124,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
550,0,Insoluble,isoelectric_point,8.683,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
552,0,Insoluble,molecular_weight,53464.145,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
555,0,Insoluble,instability_index,46.168,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
556,0,Insoluble,fraction_negative,0.069,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
557,0,Insoluble,isoelectric_point,5.029,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
559,0,Insoluble,isoelectric_point,8.141,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
560,0,Insoluble,molecular_weight,38499.059,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
561,0,Insoluble,instability_index,45.442,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
564,0,Insoluble,aa_pct_Y,1.384,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
565,0,Insoluble,molecular_weight,11805.182,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
566,0,Insoluble,instability_index,46.947,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
568,0,Insoluble,instability_index,49.952,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
569,1,Insoluble,instability_index,45.355,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
573,0,Insoluble,instability_index,52.669,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
574,0,Insoluble,instability_index,44.803,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
576,1,Insoluble,gravy,0.109,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
578,0,Insoluble,fraction_negative,0.107,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
579,0,Insoluble,gravy,0.032,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
581,0,Insoluble,gravy,0.011,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
584,1,Insoluble,gravy,0.105,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
587,0,Insoluble,molecular_weight,51990.677,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
588,0,Insoluble,instability_index,41.706,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
589,0,Insoluble,aromaticity,0.132,MBP (Maltose-Binding Protein),High aromatic content promotes hydrophobic stacking; MBP fusion counteracts this well.
590,0,Insoluble,molecular_weight,45896.723,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
591,0,Insoluble,gravy,0.681,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
592,0,Insoluble,gravy,0.004,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
594,1,Insoluble,instability_index,40.419,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
595,0,Insoluble,molecular_weight,93171.412,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
596,0,Insoluble,molecular_weight,43110.836,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
597,0,Insoluble,instability_index,40.891,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
598,0,Insoluble,instability_index,42.794,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
600,0,Insoluble,molecular_weight,47198.875,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
604,1,Insoluble,gravy,0.255,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
605,1,Insoluble,instability_index,52.185,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
606,1,Insoluble,isoelectric_point,5.142,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
607,1,Insoluble,molecular_weight,37093.888,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
608,0,Insoluble,gravy,0.584,MBP (Maltose-Binding Protein),High hydrophobicity (GRAVY > 0) drives aggregation; MBP is the strongest general-purpose solubility carrier for hydrophobic proteins.
609,0,Insoluble,isoelectric_point,4.877,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
611,0,Insoluble,instability_index,41.002,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
617,0,Insoluble,aa_pct_R,5.143,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
619,0,Insoluble,isoelectric_point,5.049,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
623,0,Insoluble,instability_index,41.14,SUMO,Instability index above 40 indicates a poorly-folding sequence; SUMO fusions are known to improve folding kinetics for unstable proteins.
624,0,Insoluble,molecular_weight,68235.302,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
625,1,Insoluble,aromaticity,0.037,SUMO,No single dominant driver crossed a rule threshold; SUMO is the safest general first choice for borderline-insoluble proteins.
